,DATUM,EMITTENT,TYP,ART DER RECHTE,GESAMTZAHL DER RECHTE,WERT,DETAILS
367,21.04.2020,EFG International,Erwerb,Namenaktien,400000,2340380.00,
368,21.04.2020,HIAG Immobilien Holding AG,Erwerb,Namenaktien,96,8393.09,
369,21.04.2020,HIAG Immobilien Holding AG,Erwerb,Namenaktien,96,8393.09,
370,21.04.2020,Medacta Group SA,Erwerb,Namenaktien,7886,509393.10,
371,21.04.2020,Medartis Holding AG,Erwerb,Namenaktien,9343,250018.70,
372,21.04.2020,Medartis Holding AG,Erwerb,Namenaktien,4672,125022.70,
373,21.04.2020,Medartis Holding AG,Erwerb,Namenaktien,3737,100002.10,
376,21.04.2020,Medartis Holding AG,Erwerb,Namenaktien,2417,73307.60,
377,21.04.2020,Medartis Holding AG,Erwerb,Namenaktien,2417,73307.60,
378,21.04.2020,Medartis Holding AG,Erwerb,Namenaktien,2616,70004.15,
379,21.04.2020,Medartis Holding AG,Erwerb,Namenaktien,1813,54988.30,
380,21.04.2020,Medartis Holding AG,Erwerb,Namenaktien,604,18319.30,
381,21.04.2020,Swiss Prime Site AG,Veräusserung,Namenaktien,300,27300.00,
382,21.04.2020,VZ Holding AG,Veräusserung,Namenaktien,311,20805.90,
383,21.04.2020,Zuger Kantonalbank AG,Veräusserung,Namenaktien,11,69244.85,
384,21.04.2020,dormakaba Holding AG,Erwerb,Namenaktien,1000,469168.20,
385,21.04.2020,u-blox Holding AG,Erwerb,Namenaktien,452,28843.52,
386,20.04.2020,Adval Tech Holding AG,Erwerb,Namenaktien,100,13900.00,
387,20.04.2020,BFW Liegenschaften AG,Erwerb,Namenaktien,10,436.00,
388,20.04.2020,Banque Cantonale Vaudoise,Veräusserung,Namenaktien,250,213840.00,
389,20.04.2020,Banque Cantonale Vaudoise,Veräusserung,Namenaktien,100,85900.00,
390,20.04.2020,Chocoladefabriken Lindt & Sprüngli AG,Veräusserung,Andere Titel,190,1511315.00,
391,20.04.2020,HIAG Immobilien Holding AG,Erwerb,Namenaktien,2,174.00,
392,20.04.2020,HIAG Immobilien Holding AG,Erwerb,Namenaktien,2,174.00,
393,20.04.2020,Kardex AG,Veräusserung,Namenaktien,1529,209748.22,
394,20.04.2020,Phoenix Mecano AG,Erwerb,Inhaberaktien,100,34450.00,
395,20.04.2020,dormakaba Holding AG,Erwerb,Namenaktien,1000,468361.10,
398,17.04.2020,AEVIS VICTORIA SA,Erwerb,Namenaktien,4537,52493.09,
399,17.04.2020,AEVIS VICTORIA SA,Erwerb,Namenaktien,2160,24991.20,
400,17.04.2020,AEVIS VICTORIA SA,Erwerb,Namenaktien,2160,24991.20,
401,17.04.2020,BFW Liegenschaften AG,Erwerb,Namenaktien,537,23413.20,
402,17.04.2020,Chocoladefabriken Lindt & Sprüngli AG,Veräusserung,Andere Titel,61,494100.00,
403,17.04.2020,Givaudan SA,Veräusserung,Namenaktien,100,322182.00,
404,17.04.2020,Kardex AG,Veräusserung,Namenaktien,312,42129.36,
405,17.04.2020,Phoenix Mecano AG,Erwerb,Inhaberaktien,50,16928.00,
406,17.04.2020,dormakaba Holding AG,Erwerb,Namenaktien,1000,469242.50,
407,17.04.2020,nebag ag,Veräusserung,Namenaktien,118,1103.30,
408,16.04.2020,Arbonia AG,Erwerb,Namenaktien,3367,27946.10,
409,16.04.2020,BFW Liegenschaften AG,Erwerb,Namenaktien,2158,94088.80,
410,16.04.2020,EFG International,Erwerb,Namenaktien,305778,1780162.00,
411,16.04.2020,Givaudan SA,Veräusserung,Namenaktien,794,2493929.00,
412,16.04.2020,Givaudan SA,Veräusserung,Namenaktien,30,96540.00,
413,16.04.2020,HIAG Immobilien Holding AG,Erwerb,Namenaktien,55,4785.00,
414,16.04.2020,HIAG Immobilien Holding AG,Erwerb,Namenaktien,55,4785.00,
415,16.04.2020,Logitech International S.A.,Erwerb,Namenaktien,29758,1307964.93,
416,16.04.2020,Logitech International S.A.,Erwerb,Namenaktien,5460,239985.50,
417,16.04.2020,dormakaba Holding AG,Erwerb,Namenaktien,1000,457921.30,
420,15.04.2020,AEVIS VICTORIA SA,Erwerb,Namenaktien,1007,11077.00,
421,15.04.2020,Adval Tech Holding AG,Erwerb,Namenaktien,2,276.00,
422,15.04.2020,Arbonia AG,Erwerb,Namenaktien,3570,30273.60,
423,15.04.2020,BFW Liegenschaften AG,Erwerb,Namenaktien,6192,273686.40,
424,15.04.2020,Bachem Holding AG,Veräusserung,Namenaktien,500,107500.00,
425,15.04.2020,Chocoladefabriken Lindt & Sprüngli AG,Veräusserung,Andere Titel,129,1038120.00,
426,15.04.2020,Chocoladefabriken Lindt & Sprüngli AG,Veräusserung,Andere Titel,100,810000.00,
427,15.04.2020,Chocoladefabriken Lindt & Sprüngli AG,Veräusserung,Andere Titel,20,161600.00,
428,15.04.2020,EFG International,Erwerb,Namenaktien,114222,662338.00,
429,15.04.2020,ENR Russia Invest SA,Erwerb,Inhaberaktien,10,95.00,
430,15.04.2020,HIAG Immobilien Holding AG,Erwerb,Namenaktien,70,6090.00,
431,15.04.2020,HIAG Immobilien Holding AG,Erwerb,Namenaktien,70,6090.00,
432,15.04.2020,Kardex AG,Veräusserung,Namenaktien,6357,866586.24,
433,15.04.2020,Kudelski S.A.,Erwerb,Inhaberaktien,6000,20405.00,
434,15.04.2020,SoftwareONE Holding AG,Veräusserung,Namenaktien,9255,177403.00,
435,15.04.2020,SoftwareONE Holding AG,Erwerb,Namenaktien,10000,193285.00,
436,15.04.2020,Stadler Rail AG,Veräusserung,Namenaktien,11387,504557.97,
437,15.04.2020,dormakaba Holding AG,Erwerb,Namenaktien,1000,462006.20,
438,15.04.2020,nebag ag,Veräusserung,Namenaktien,3000,28500.00,
439,14.04.2020,AEVIS VICTORIA SA,Erwerb,Namenaktien,100,1125.00,
442,14.04.2020,Adval Tech Holding AG,Erwerb,Namenaktien,250,35500.00,
443,14.04.2020,BFW Liegenschaften AG,Erwerb,Namenaktien,2350,103870.00,
444,14.04.2020,Chocoladefabriken Lindt & Sprüngli AG,Veräusserung,Andere Titel,100,801615.00,
445,14.04.2020,Chocoladefabriken Lindt & Sprüngli AG,Veräusserung,Andere Titel,46,369380.00,
446,14.04.2020,EFG International,Erwerb,Namenaktien,171792,1021433.00,
447,14.04.2020,PIERER Mobility AG,Erwerb,Inhaberaktien,7501,226905.25,
448,14.04.2020,Stadler Rail AG,Veräusserung,Namenaktien,35531,1585701.31,
449,14.04.2020,Vifor Pharma AG,Veräusserung,Namenaktien,2066,302733.30,
450,14.04.2020,Vifor Pharma AG,Veräusserung,Namenaktien,2000,290304.30,
451,14.04.2020,dormakaba Holding AG,Erwerb,Namenaktien,1000,470415.90,
452,14.04.2020,nebag ag,Veräusserung,Namenaktien,1170,10530.00,
453,11.04.2020,BKW AG,Erwerb,Namenaktien,600,30270.00,
454,09.04.2020,Bossard Holding AG,Erwerb,Namenaktien,512,59904.00,
455,09.04.2020,Bossard Holding AG,Erwerb,Namenaktien,400,46800.00,
456,09.04.2020,Bossard Holding AG,Erwerb,Namenaktien,400,46800.00,
457,09.04.2020,Bossard Holding AG,Erwerb,Namenaktien,350,40950.00,
458,09.04.2020,Bossard Holding AG,Erwerb,Namenaktien,300,35100.00,
459,09.04.2020,Bossard Holding AG,Erwerb,Namenaktien,256,29952.00,
460,09.04.2020,Bossard Holding AG,Erwerb,Namenaktien,256,29952.00,
461,09.04.2020,Bossard Holding AG,Erwerb,Namenaktien,256,29952.00,
464,09.04.2020,Bossard Holding AG,Erwerb,Namenaktien,256,29952.00,
465,09.04.2020,Bossard Holding AG,Erwerb,Namenaktien,200,23957.00,
466,09.04.2020,Chocoladefabriken Lindt & Sprüngli AG,Veräusserung,Andere Titel,150,1186825.00,
467,09.04.2020,Chocoladefabriken Lindt & Sprüngli AG,Veräusserung,Andere Titel,10,78200.00,
468,09.04.2020,EFG International,Erwerb,Namenaktien,102974,608529.00,
469,09.04.2020,HIAG Immobilien Holding AG,Erwerb,Namenaktien,500,45000.00,
470,09.04.2020,HIAG Immobilien Holding AG,Erwerb,Namenaktien,437,39330.00,
471,09.04.2020,Lonza Group AG,Erwerb,Namenaktien,150,60333.00,
472,09.04.2020,Partners Group Holding AG,Veräusserung,Namenaktien,552,233496.00,
473,09.04.2020,VZ Holding AG,Erwerb,Namenaktien,194,62322.50,
474,09.04.2020,VZ Holding AG,Erwerb,Namenaktien,182,58467.50,
475,09.04.2020,VZ Holding AG,Erwerb,Namenaktien,155,49793.75,
476,09.04.2020,VZ Holding AG,Erwerb,Namenaktien,124,39835.00,
477,09.04.2020,VZ Holding AG,Erwerb,Namenaktien,121,38871.25,
478,09.04.2020,VZ Holding AG,Erwerb,Namenaktien,117,37586.25,
479,09.04.2020,VZ Holding AG,Erwerb,Namenaktien,109,35016.25,
480,09.04.2020,VZ Holding AG,Erwerb,Namenaktien,24,7710.00,
481,09.04.2020,Walliser Kantonalbank,Veräusserung,Namenaktien,270,29160.00,
482,09.04.2020,dormakaba Holding AG,Erwerb,Namenaktien,1000,468576.00,
483,08.04.2020,Alpine Select AG,Erwerb,Namenaktien,100,1290.00,
486,08.04.2020,BFW Liegenschaften AG,Erwerb,Namenaktien,66458,2937443.60,
487,08.04.2020,Banque Cantonale de Genève,Erwerb,Namenaktien,78,1.00,
488,08.04.2020,Banque Cantonale de Genève,Erwerb,Namenaktien,8,1.00,
489,08.04.2020,EFG International,Erwerb,Namenaktien,167314,975017.00,
490,08.04.2020,Elma Electronic AG,Erwerb,Namenaktien,67,29336.00,
491,08.04.2020,VZ Holding AG,Veräusserung,Namenaktien,310,101323.50,
492,08.04.2020,Walliser Kantonalbank,Veräusserung,Namenaktien,500,54209.00,
493,08.04.2020,dormakaba Holding AG,Erwerb,Namenaktien,1000,464796.50,
494,08.04.2020,u-blox Holding AG,Veräusserung,Namenaktien,2000,128000.00,
495,07.04.2020,BKW AG,Erwerb,Namenaktien,600,30270.00,
496,07.04.2020,Bachem Holding AG,Veräusserung,Namenaktien,300,60900.00,
497,07.04.2020,Banque Cantonale de Genève,Erwerb,Namenaktien,8,1.00,
498,07.04.2020,Banque Cantonale de Genève,Erwerb,Namenaktien,8,1.00,
499,07.04.2020,Banque Cantonale de Genève,Erwerb,Namenaktien,8,1.00,
500,07.04.2020,Banque Cantonale de Genève,Erwerb,Namenaktien,8,1.00,
501,07.04.2020,EFG International,Erwerb,Namenaktien,200000,1171601.00,
502,07.04.2020,Intershop Holding AG,Erwerb,Namenaktien,50,24052.00,
503,07.04.2020,Kühne + Nagel International AG,Veräusserung,Namenaktien,5000,710000.00,
504,07.04.2020,Lonza Group AG,Veräusserung,Namenaktien,500,205000.00,
505,07.04.2020,Partners Group Holding AG,Veräusserung,Namenaktien,434,172818.80,
508,07.04.2020,Walliser Kantonalbank,Veräusserung,Namenaktien,350,37625.00,
509,07.04.2020,Walliser Kantonalbank,Veräusserung,Namenaktien,144,15696.00,
510,07.04.2020,dormakaba Holding AG,Erwerb,Namenaktien,1000,473780.70,
511,06.04.2020,AEVIS VICTORIA SA,Erwerb,Namenaktien,2119,23240.77,
512,06.04.2020,BKW AG,Erwerb,Namenaktien,100,5045.00,
513,06.04.2020,Bachem Holding AG,Veräusserung,Namenaktien,1300,260000.00,
514,06.04.2020,Bachem Holding AG,Veräusserung,Namenaktien,400,76948.00,
515,06.04.2020,Banque Cantonale Vaudoise,Veräusserung,Namenaktien,250,201250.00,
516,06.04.2020,Banque Cantonale Vaudoise,Veräusserung,Namenaktien,100,80700.00,
517,06.04.2020,Chocoladefabriken Lindt & Sprüngli AG,Veräusserung,Andere Titel,150,1185000.00,
518,06.04.2020,Chocoladefabriken Lindt & Sprüngli AG,Veräusserung,Andere Titel,30,237432.50,
519,06.04.2020,EFG International,Erwerb,Namenaktien,56195,318724.00,
520,06.04.2020,Forbo Holding AG,Erwerb,Namenaktien,13,21758.23,
521,06.04.2020,Forbo Holding AG,Erwerb,Namenaktien,8,13389.68,
522,06.04.2020,Kardex AG,Veräusserung,Namenaktien,1081,143773.00,
523,06.04.2020,Logitech International S.A.,Veräusserung,Namenaktien,28562,865797.60,
524,06.04.2020,Sulzer AG,Veräusserung,Namenaktien,86,5594.30,
525,06.04.2020,Vaudoise Versicherungen Holding,Erwerb,Namenaktien,100,43700.00,
526,06.04.2020,Zurich Insurance Group AG,Veräusserung,Namenaktien,6528,1997273.74,
527,06.04.2020,Zurich Insurance Group AG,Veräusserung,Namenaktien,1363,417016.56,
530,06.04.2020,dormakaba Holding AG,Erwerb,Namenaktien,1000,441861.40,
531,06.04.2020,u-blox Holding AG,Veräusserung,Namenaktien,2000,125260.00,
532,03.04.2020,AEVIS VICTORIA SA,Erwerb,Namenaktien,9079,99869.00,
533,03.04.2020,AEVIS VICTORIA SA,Erwerb,Namenaktien,100,1125.00,
534,03.04.2020,BKW AG,Erwerb,Namenaktien,600,30270.00,
535,03.04.2020,Chocoladefabriken Lindt & Sprüngli AG,Veräusserung,Andere Titel,20,157800.00,
536,03.04.2020,Compagnie Financière Tradition S.A.,Einräumen/Schreiben,Inhaberaktien,40000,100000.00,
537,03.04.2020,EFG International,Erwerb,Namenaktien,322398,1743906.00,
538,03.04.2020,HBM Healthcare Investments AG,Veräusserung,Namenaktien,400,76582.50,
539,03.04.2020,Kardex AG,Veräusserung,Namenaktien,9287,1151588.00,
540,03.04.2020,Kühne + Nagel International AG,Veräusserung,Namenaktien,13000,1736118.05,
541,03.04.2020,Kühne + Nagel International AG,Veräusserung,Namenaktien,12000,1603499.12,
542,03.04.2020,Kühne + Nagel International AG,Veräusserung,Namenaktien,11000,1470422.03,
543,03.04.2020,Lalique Group SA,Erwerb,Namenaktien,600,14486.00,
544,03.04.2020,Sulzer AG,Veräusserung,Namenaktien,109,6932.40,
545,03.04.2020,Zurich Insurance Group AG,Veräusserung,Namenaktien,6067,1852183.66,
546,03.04.2020,Zurich Insurance Group AG,Veräusserung,Namenaktien,5096,1555748.79,
547,03.04.2020,Zurich Insurance Group AG,Veräusserung,Namenaktien,2034,620956.25,
548,03.04.2020,Zurich Insurance Group AG,Veräusserung,Namenaktien,2000,610576.45,
549,03.04.2020,Zurich Insurance Group AG,Veräusserung,Namenaktien,1451,442973.21,
552,03.04.2020,Zurich Insurance Group AG,Veräusserung,Namenaktien,665,203016.67,
553,03.04.2020,Zurich Insurance Group AG,Veräusserung,Namenaktien,454,138600.85,
554,03.04.2020,dormakaba Holding AG,Erwerb,Namenaktien,1000,434898.50,
555,02.04.2020,Ascom Holding AG,Erwerb,Namenaktien,16000,101067.00,
556,02.04.2020,BKW AG,Erwerb,Namenaktien,600,30270.00,
557,02.04.2020,Banque Cantonale de Genève,Erwerb,Namenaktien,258,1.00,
558,02.04.2020,Banque Cantonale de Genève,Erwerb,Namenaktien,336,1.00,
559,02.04.2020,Chocoladefabriken Lindt & Sprüngli AG,Veräusserung,Andere Titel,48,384000.00,
560,02.04.2020,Chocoladefabriken Lindt & Sprüngli AG,Veräusserung,Andere Titel,10,79570.00,
561,02.04.2020,EFG International,Erwerb,Namenaktien,177254,971556.00,
562,02.04.2020,HBM Healthcare Investments AG,Veräusserung,Namenaktien,800,151406.40,
563,02.04.2020,Kardex AG,Veräusserung,Namenaktien,713,88412.00,
564,02.04.2020,Kühne + Nagel International AG,Veräusserung,Namenaktien,7500,1051350.00,
565,02.04.2020,Lalique Group SA,Erwerb,Namenaktien,1000,25000.00,
566,02.04.2020,Logitech International S.A.,Veräusserung,Namenaktien,6300,174123.86,
567,02.04.2020,PIERER Mobility AG,Erwerb,Inhaberaktien,23000,681248.96,
568,02.04.2020,Vontobel Holding AG,Erwerb,Namenaktien,66000,3016200.27,
569,02.04.2020,dormakaba Holding AG,Erwerb,Namenaktien,1000,437192.40,
570,01.04.2020,ABB Ltd,Einräumen/Schreiben,Namenaktien,76628,1246354.00,
571,01.04.2020,Chocoladefabriken Lindt & Sprüngli AG,Veräusserung,Andere Titel,27,216000.00,
574,01.04.2020,EFG International,Erwerb,Namenaktien,266320,1464535.00,
575,01.04.2020,Interroll Holding AG,Erwerb,Namenaktien,15,23157.00,
576,01.04.2020,Kudelski S.A.,Erwerb,Inhaberaktien,57896,178413.00,
577,01.04.2020,Kühne + Nagel International AG,Veräusserung,Namenaktien,7500,1020000.00,
578,01.04.2020,Kühne + Nagel International AG,Veräusserung,Namenaktien,5000,690030.00,
579,01.04.2020,Kühne + Nagel International AG,Veräusserung,Namenaktien,5000,675000.00,
580,01.04.2020,Logitech International S.A.,Veräusserung,Namenaktien,64550,1787366.14,
581,01.04.2020,METALL ZUG AG,Erwerb,Namenaktien,50,77915.00,
582,01.04.2020,Private Equity Holding AG,Erwerb,Namenaktien,1122,56100.00,
583,01.04.2020,RELIEF THERAPEUTICS Holding SA,Veräusserung,Namenaktien,2000000,120000.00,
584,01.04.2020,Thurgauer Kantonalbank,Veräusserung,Andere Titel,300,30450.00,
585,01.04.2020,Zug Estates Holding AG,Erwerb,Namenaktien,20,4000.00,
586,01.04.2020,Zurich Insurance Group AG,Veräusserung,Namenaktien,658,219714.65,
587,01.04.2020,dormakaba Holding AG,Erwerb,Namenaktien,1000,431879.80,
588,01.04.2020,u-blox Holding AG,Veräusserung,Namenaktien,2000,120000.00,
589,31.03.2020,AEVIS VICTORIA SA,Erwerb,Namenaktien,1284,14124.00,
590,31.03.2020,Alpine Select AG,Erwerb,Namenaktien,250,3250.00,
591,31.03.2020,Banque Cantonale Vaudoise,Veräusserung,Namenaktien,117,93015.00,
592,31.03.2020,Banque Cantonale Vaudoise,Veräusserung,Namenaktien,100,79443.00,
593,31.03.2020,Blackstone Resources AG,Erwerb,Namenaktien,5,4.10,
596,31.03.2020,COLTENE Holding AG,Erwerb,Namenaktien,160,9918.40,
597,31.03.2020,Chocoladefabriken Lindt & Sprüngli AG,Veräusserung,Andere Titel,20,156490.00,
598,31.03.2020,EFG International,Erwerb,Namenaktien,22575,124189.00,
599,31.03.2020,Kudelski S.A.,Erwerb,Inhaberaktien,103779,312559.00,
600,31.03.2020,Lalique Group SA,Erwerb,Namenaktien,400,10160.00,
601,31.03.2020,Leonteq AG,Erwerb,Namenaktien,1910,70000.00,
602,31.03.2020,Leonteq AG,Erwerb,Namenaktien,1297,47500.00,
603,31.03.2020,Leonteq AG,Erwerb,Namenaktien,519,19000.00,
604,31.03.2020,Leonteq AG,Erwerb,Namenaktien,410,15000.00,
605,31.03.2020,Leonteq AG,Erwerb,Namenaktien,410,15000.00,
606,31.03.2020,Leonteq AG,Erwerb,Namenaktien,410,15000.00,
607,31.03.2020,RELIEF THERAPEUTICS Holding SA,Veräusserung,Namenaktien,1000000,33000.00,
608,31.03.2020,dormakaba Holding AG,Erwerb,Namenaktien,1000,426636.00,
609,30.03.2020,AEVIS VICTORIA SA,Erwerb,Namenaktien,12153,132889.00,
610,30.03.2020,AEVIS VICTORIA SA,Erwerb,Namenaktien,100,1195.00,
611,30.03.2020,Adval Tech Holding AG,Erwerb,Namenaktien,4,520.00,
612,30.03.2020,BFW Liegenschaften AG,Erwerb,Namenaktien,688,30396.60,
613,30.03.2020,BKW AG,Erwerb,Namenaktien,600,30270.00,
614,30.03.2020,Banque Cantonale Vaudoise,Veräusserung,Namenaktien,217,171430.00,
615,30.03.2020,COLTENE Holding AG,Erwerb,Namenaktien,3000,192300.00,
618,30.03.2020,Comet Holding AG,Erwerb,Namenaktien,30,2700.00,
619,30.03.2020,EFG International,Erwerb,Namenaktien,106326,575553.00,
620,30.03.2020,Kudelski S.A.,Erwerb,Inhaberaktien,157255,455835.00,
621,30.03.2020,LafargeHolcim Ltd,Erwerb,Namenaktien,5015,167785.00,
622,30.03.2020,LafargeHolcim Ltd,Erwerb,Namenaktien,2860,95682.00,
623,30.03.2020,PIERER Mobility AG,Veräusserung,Inhaberaktien,222519,11322008.30,
624,30.03.2020,PIERER Mobility AG,Veräusserung,Inhaberaktien,135000,3717581.40,
625,30.03.2020,PIERER Mobility AG,Erwerb,Inhaberaktien,222519,11322008.30,
626,30.03.2020,PIERER Mobility AG,Erwerb,Inhaberaktien,135000,3717581.40,
627,30.03.2020,RELIEF THERAPEUTICS Holding SA,Veräusserung,Namenaktien,2000000,48000.00,
628,30.03.2020,RELIEF THERAPEUTICS Holding SA,Veräusserung,Namenaktien,254118,5650.79,
629,30.03.2020,dormakaba Holding AG,Erwerb,Namenaktien,1000,418211.50,
630,27.03.2020,AEVIS VICTORIA SA,Erwerb,Namenaktien,3083,33913.00,
631,27.03.2020,AEVIS VICTORIA SA,Erwerb,Namenaktien,100,1155.00,
632,27.03.2020,Alpine Select AG,Erwerb,Namenaktien,1000,12800.00,
633,27.03.2020,BFW Liegenschaften AG,Erwerb,Namenaktien,1,43.20,
634,27.03.2020,EFG International,Erwerb,Namenaktien,226394,1290100.00,
635,27.03.2020,Kudelski S.A.,Erwerb,Inhaberaktien,16000,46397.00,
636,27.03.2020,Lalique Group SA,Erwerb,Namenaktien,900,23220.00,
637,27.03.2020,The Swatch Group AG,Erwerb,Namenaktien,10000,363380.00,
640,27.03.2020,ams AG,Erwerb,Inhaberaktien,100000,999997.80,
641,27.03.2020,dormakaba Holding AG,Erwerb,Namenaktien,1000,423044.80,
642,27.03.2020,u-blox Holding AG,Erwerb,Namenaktien,600,35879.82,
643,26.03.2020,Alpine Select AG,Veräusserung,Namenaktien,5492,70297.60,
644,26.03.2020,Alpine Select AG,Erwerb,Namenaktien,3700,46800.00,
645,26.03.2020,Banque Cantonale de Genève,Erwerb,Namenaktien,1110,199438.50,
646,26.03.2020,Chocoladefabriken Lindt & Sprüngli AG,Veräusserung,Andere Titel,20,157680.00,
647,26.03.2020,Comet Holding AG,Erwerb,Namenaktien,359,32286.50,
648,26.03.2020,Dätwyler Holding AG,Veräusserung,Inhaberaktien,500,79020.00,
649,26.03.2020,EFG International,Erwerb,Namenaktien,127132,700502.00,
650,26.03.2020,Julius Bär Gruppe AG,Veräusserung,Namenaktien,10000,352035.61,
651,26.03.2020,Lalique Group SA,Erwerb,Namenaktien,400,10310.89,
652,26.03.2020,Lalique Group SA,Erwerb,Namenaktien,350,9108.87,
653,26.03.2020,RELIEF THERAPEUTICS Holding SA,Veräusserung,Namenaktien,1000000,20079.00,
654,26.03.2020,RELIEF THERAPEUTICS Holding SA,Veräusserung,Namenaktien,1000000,19863.00,
655,26.03.2020,RELIEF THERAPEUTICS Holding SA,Veräusserung,Namenaktien,245882,5163.52,
656,26.03.2020,Walliser Kantonalbank,Veräusserung,Namenaktien,500,50010.00,
657,26.03.2020,ams AG,Erwerb,Inhaberaktien,69750,641700.00,
658,26.03.2020,ams AG,Erwerb,Inhaberaktien,50000,463400.00,
659,26.03.2020,ams AG,Erwerb,Inhaberaktien,1150,10649.00,
662,26.03.2020,ams AG,Erwerb,Inhaberaktien,120,1111.20,
663,26.03.2020,dormakaba Holding AG,Erwerb,Namenaktien,1000,424730.80,
664,25.03.2020,ASMALLWORLD AG,Erwerb,Namenaktien,3500,7400.00,
665,25.03.2020,Autoneum Holding AG,Erwerb,Namenaktien,1,155000.00,
666,25.03.2020,Autoneum Holding AG,Erwerb,Namenaktien,1,100000.00,
667,25.03.2020,Autoneum Holding AG,Erwerb,Namenaktien,1,95000.00,
668,25.03.2020,Autoneum Holding AG,Erwerb,Namenaktien,1,75000.00,
669,25.03.2020,Autoneum Holding AG,Erwerb,Namenaktien,1,65000.00,
670,25.03.2020,Autoneum Holding AG,Erwerb,Namenaktien,1,50000.00,
671,25.03.2020,Autoneum Holding AG,Erwerb,Namenaktien,1,50000.00,
672,25.03.2020,BFW Liegenschaften AG,Erwerb,Namenaktien,102869,4546806.70,
673,25.03.2020,Bachem Holding AG,Veräusserung,Namenaktien,300,55504.80,
674,25.03.2020,Banque Cantonale Vaudoise,Veräusserung,Namenaktien,100,76000.00,
675,25.03.2020,Banque Cantonale Vaudoise,Veräusserung,Namenaktien,100,75349.00,
676,25.03.2020,Banque Cantonale Vaudoise,Veräusserung,Namenaktien,100,75301.00,
677,25.03.2020,COLTENE Holding AG,Veräusserung,Namenaktien,400,28000.00,
